Longitude,Latitude,Community,IncorporationType,AreaType,Population,Source,Year
-169.54528,56.6014257,Saint George,2nd Class City,Community,97,DCCED Commissioner Certified,2011
-147.7592394,64.81107438,South Van Horn,CDP,Place of Interest,558,DOLWD Estimate,2011
-146.6817213,60.86848502,Tatitlek,Unincorporated CDP,Community,88,DOLWD Estimate,2011
-149.4261305,60.88404712,Sunrise,CDP,Place of Interest,18,DOLWD Estimate,2011
-160.7919652,63.87663037,Unalakleet,2nd Class City,Community,692,DCCED Commissioner Certified,2011
-160.3157629,61.5381853700001,Upper Kalskag,2nd Class City,Community,219,DCCED Commissioner Certified,2011
-147.7212482,64.83969225,Fairbanks,Home Rule City,Community,30547,DCCED Commissioner Certified,2011
-147.0810566,64.6701432,Eielson AFB,CDP,Place of Interest,2647,DOLWD Estimate,2011
-161.3234961,61.78384234,Russian Mission,2nd Class City,Community,303,DCCED Commissioner Certified,2011
-133.1220631,56.11714153,Whale Pass,CDP,Community,31,DOLWD Estimate,2011
-162.2914977,63.52380972,Stebbins,2nd Class City,Community,585,DCCED Commissioner Certified,2011
-146.3550808,61.13023788,Valdez,Home Rule City,Community,3992,DCCED Commissioner Certified,2011
-147.8794672,64.9273104000001,Goldstream,CDP,Community,3557,DOLWD Estimate,2011
-157.1381905,66.8880443,Shungnak,2nd Class City,Community,261,DCCED Commissioner Certified,2011
-160.9564605,61.09868491,Tuluksak,Unincorporated CDP,Community,373,DOLWD Estimate,2011
-150.0435938,62.1312135000001,Susitna North,CDP,Place of Interest,1260,DOLWD Estimate,2011
-170.4840268,63.6929776000001,Savoonga,2nd Class City,Community,704,DCCED Commissioner Certified,2011
-142.5196992,63.13803253,Tetlin,Unincorporated CDP,Community,127,DOLWD Estimate,2011
-162.0399103,63.47835158,Saint Michael,2nd Class City,Community,411,DCCED Commissioner Certified,2011
-150.1718169,65.5033866300001,Rampart,Unincorporated CDP,Community,24,DOLWD Estimate,2011
-160.3787911,59.0605115000001,Togiak,2nd Class City,Community,842,DCCED Commissioner Certified,2011
-146.9772097,64.48242457,Salcha,CDP,Community,1095,DOLWD Estimate,2011
-156.0619525,62.9879595200001,Takotna,Unincorporated CDP,Community,52,DOLWD Estimate,2011
-149.0844382,66.00452448,Stevens Village,Unincorporated CDP,Community,78,DOLWD Estimate,2011
-160.4980901,55.34090243,Sand Point,1st Class City,Community,1016,DCCED Commissioner Certified,2011
-150.0455152,61.7440144400001,Willow,CDP,Community,2102,DOLWD Estimate,2011
-151.065852,60.4904472100001,Soldotna,Home Rule City,Community,4284,DCCED Commissioner Certified,2011
-155.4889493,64.7392281,Ruby,2nd Class City,Community,173,DCCED Commissioner Certified,2011
-157.0069244,58.71326678,South Naknek,CDP,Community,79,DOLWD Estimate,2011
-148.3372,70.2553,Prudhoe Bay,CDP,Place of Interest,2174,DOLWD Estimate,2011
-151.7185739,59.44059723,Seldovia,1st Class City,Community,243,DCCED Commissioner Certified,2011
-161.9006125,59.7514267400001,Quinhagak,2nd Class City,Community,675,DCCED Commissioner Certified,2011
-149.3848482,61.61025377,Tanaina,CDP,Place of Interest,8197,DOLWD Estimate,2011
-160.0101102,66.60439151,Selawik,2nd Class City,Community,868,DCCED Commissioner Certified,2011
-160.0322305,70.63853949,Wainwright,2nd Class City,Community,572,DCCED Commissioner Certified,2011
-151.2013355,61.9677230600001,Skwentna,CDP,Place of Interest,37,DOLWD Estimate,2011
-165.5815722,61.8428100100001,Scammon Bay,2nd Class City,Community,498,DCCED Commissioner Certified,2011
-163.175161,62.0514716000001,Saint Mary's,1st Class City,Community,554,DCCED Commissioner Certified,2011
-145.4120642,62.0473811800001,Tazlina,Unincorporated CDP,Community,297,DOLWD Estimate,2011
-149.3525898,60.3576311800001,Primrose,CDP,Community,78,DOLWD Estimate,2011
-142.9877619,63.3358964400001,Tok,Unincorporated CDP,Community,1258,DOLWD Estimate,2011
-145.3321498,62.0110652400001,Silver Springs,Unincorporated CDP,Community,114,DOLWD Estimate,2011
-151.649954,59.4743452800001,Seldovia Village,CDP,Community,165,DOLWD Estimate,2011
-150.1075,67.4100000000001,Wiseman,Unincorporated CDP,Place of Interest,14,DOLWD Estimate,2011
-146.5992937,64.37150719,Harding-Birch Lakes,CDP,Place of Interest,299,DOLWD Estimate,2011
-131.5976178,55.3189242300001,Saxman,2nd Class City,Community,436,DCCED Commissioner Certified,2011
-165.2513918,60.5861689800001,Tununak,Unincorporated CDP,Community,327,DOLWD Estimate,2011
-145.1850849,61.7999571,Willow Creek,Unincorporated CDP,Place of Interest,191,DOLWD Estimate,2011
-157.1704098,61.7026823800001,Sleetmute,Unincorporated CDP,Community,86,DOLWD Estimate,2011
-147.3514965,64.7549026500001,North Pole,Home Rule City,Community,2115,DCCED Commissioner Certified,2011
-166.5376818,53.8730924600001,Unalaska,1st Class City,Community,4364,DCCED Commissioner Certified,2011
-150.7970364,60.5370290800001,Sterling,CDP,Community,5617,DOLWD Estimate,2011
-145.1796574,61.66126868,Tonsina,Unincorporated CDP,Place of Interest,78,DOLWD Estimate,2011
-150.6338845,61.49836623,Susitna,CDP,Community,18,DOLWD Estimate,2011
-157.3346559,61.7822606500001,Red Devil,Unincorporated CDP,Community,23,DOLWD Estimate,2011
-168.0912602,65.60901955,Wales,2nd Class City,Community,154,DCCED Commissioner Certified,2011
-166.0707644,66.25510533,Shishmaref,2nd Class City,Community,573,DCCED Commissioner Certified,2011
-146.855164,64.8777178500001,Pleasant Valley,CDP,Community,725,DOLWD Estimate,2011
-149.4442033,61.58209845,Wasilla,1st Class City,Community,8064,DCCED Commissioner Certified,2011
-147.6183,64.9581000000001,Fox,CDP,Community,417,DOLWD Estimate,2011
-147.1505301,64.70862307,Moose Creek,CDP,Community,747,DOLWD Estimate,2011
-146.4218093,67.0167170700001,Venetie,Unincorporated CDP,Community,166,DOLWD Estimate,2011
-166.3652024,65.2629568300001,Teller,2nd Class City,Community,245,DCCED Commissioner Certified,2011
-147.412615,64.80456701,Badger,CDP,Place of Interest,19482,DOLWD Estimate,2011
-135.2282914,57.7810313900001,Tenakee Springs,2nd Class City,Community,145,DCCED Commissioner Certified,2011
-132.256261,55.7392590000001,Meyers Chuck,Locality,Place of Interest,0,Population is counted as part of Wrangell.,2011
-151.4435797,59.6659190400001,Millers Landing,Locality,Place of Interest,0,Population is counted as part of the Kenai Peninsula Borough,2011
-131.5347378,55.2971708800001,Mountain Point,Locality,Place of Interest,0,Population is counted as part of the Ketchikan Gateway Borough.,2011
-153.7661592,56.86036577,Kaguyak,Locality,Place of Interest,0,Kaguyak was an Alutiiq village and is now used as a fish camp. It is not inhabited year round.,2011
-142.1008192,67.14753403,Canyon Village,Unincorporated,Place of Interest,0,2011 Department of Labor Estimates (ANVSA),2011
-152.8291495,58.08155665,Litnik,Locality,Place of Interest,0,Population is counted as part of the Kodiak Island Borough.,2011
-165.8411654,61.69961533,Paimiut,Unincorporated,Place of Interest,0,2011 Department of Labor Estimates (ANVSA),2011
-151.7411324,59.21271504,Portlock,Locality,Place of Interest,0,Population is counted as part of the Kenai Peninsula Borough.,2011
-131.6299079,55.3211840600001,Pennock Island,Locality,Place of Interest,0,Population is counted as part of the Ketchikan Gateway Borough.,2011
-134.6700824,58.3701947600001,Auke Bay,Locality,Place of Interest,4933,2011 Department of Labor Estimates (Census Tract),2011
-149.971789,62.0168980000001,Caswell,Locality,Place of Interest,0,Caswell is located within the Matanuska-Susitna Borough.,2011
-158.7328441,61.53637174,Napaimute,Unincorporated,Place of Interest,2,2011 Department of Labor Estimates (ANVSA),2011
-167.8955376,53.38509408,Fort Glenn,Unincorporated,Place of Interest,0,Fort Glenn is a former military base that  is no longer in use.,2011
-132.134714,56.17834671,Thom's Place,Locality,Place of Interest,0,Thom's Place is currently uninhabited.,2011
-149.87994,70.4975517300001,Oliktok,Locality,Place of Interest,0,Population is counted as part of the North Slope Borough.,2011
-151.5378289,59.46585407,Jakolof Bay,Locality,Place of Interest,0,Jakolof Bay is a recreational area with a few cabins. Population data is not available.,2011
-152.1398337,69.37131343,Umiat,Locality,Place of Interest,0,Population is counted as part of the North Slope Borough.,2011
-135.447947,59.2343054,Haines CDP,CDP,CDP,1799,2011 Department of Labor Estimates,2011
-151.0740714,59.7946689300001,Kachemak Selo,Locality,Place of Interest,0,Population is counted as part of the Kenai Peninsula Borough.,2011
-170.2812243,63.43491341,Saint Lawrence Island,Unincorporated,Place of Interest,0,"St. Lawrence Island has two second class cities, Gambell and Savoonga where most people live.",2011
-153.2794001,63.38388646,Telida,Unincorporated,Place of Interest,3,2011 Department of Labor Estimates (ANVSA),2011
-152.77029,58.0069396100001,Afognak,Locality,Place of Interest,0,Afognak is the site of a former native village.,2011
-149.3041983,61.6089874900001,North Lakes,Locality,Community,0,Population is counted as part of the Lakes CDP.,2011
-136.1322771,59.4280005000001,Klehini Valley,Locality,Place of Interest,0,Population is counted as part of the Haines Borough.,2011
-144.639073,65.4830450000001,Circle Hot Springs,Locality,Place of Interest,0,Population is counted as part of the Yukon-Koyukuk Census Area.,2011
-152.651794,66.539456,New Allakaket,Unincorporated CDP,Place of Interest,0,Population data is not available.,2011
-149.4470242,61.4123162400001,Peters Creek,Locality,Place of Interest,0,Population is counted as part of Anchorage.,2011
-134.4008708,58.2791882700001,Douglas,Locality,Place of Interest,5474,2011 Department of Labor Estimates (Census Tract),2011
-158.5608266,58.8159796400001,Ekuk,Unincorporated,Place of Interest,2,2011 Department of Labor Estimates (ANVSA),2011
-165.1942645,60.4979951400001,Umkumiute,Unincorporated,Place of Interest,0,Umkumiute is a seasonal fish camp located on Nelson Island.,2011
-135.3611485,59.48035687,Dyea,Locality,Place of Interest,0,Population is counted as part of the Municipality of Skagway.,2011
173.1708002,52.82597479,Attu Station,Unincorporated CDP,Place of Interest,0,2011 Department of Labor Estimates,2011
-149.7225708,61.4620867300001,Knik,Locality,Place of Interest,0,Knik is a ghost town that is no longer populated.,2011
-160.575519,55.9876760000001,Port Moller,Locality,Place of Interest,0,Population is counted as part of the Aleutians East Borough.,2011
-163.6763889,64.895,Council,Locality,Place of Interest,0,2011 Department of Labor Estimates (ANVSA),2011
-148.8481138,63.85383025,Suntrana,Locality,Place of Interest,0,Population is counted as part of the Denali Borough.,2011
-162.0312277,55.08749807,Belkofski,Locality,Place of Interest,0,2011 Department of Labor Estimates (ANVSA),2011
-145.4142223,62.0704106800001,Copperville,Locality,Place of Interest,0,Copperville was a Census Designated Place in 2000.  The area is now part of the Tazlina CDP.,2011
-134.3246978,58.26059675,Thane,Locality,Place of Interest,0,Population is counted as part of Juneau.,2011
-149.128044,60.96775196,Girdwood,Locality,Place of Interest,2570,2011 Department of Labor Estimates (Census Tract),2011
-147.6436527,64.8278334500001,Fort Wainwright,Locality,Place of Interest,8143,2011 Department of Labor Estimates (Census Tract),2011
-163.7783414,62.9503685000001,Bill Moore's Slough,Unincorporated,Place of Interest,0,2011 Department of Labor Estimates (ANVSA),2011
-156.0361136,57.5677538,Kanatak,Locality,Place of Interest,0,Population data is not available.,2011
-134.7336438,57.94151874,Cube Cove,Locality,Place of Interest,0,Site of a former logging camp.,2011
-157.7569667,61.8887285700001,Georgetown,Unincorporated,Place of Interest,2,2011 Department of Labor Estimates (ANVSA),2011
-153.8845039,59.7801887900001,Pile Bay,Locality,Place of Interest,0,Pile Bay is a former village site that is no longer populated.,2011
-149.5465095,61.3151319900001,Eagle River,Locality,Place of Interest,5947,2011 Department of Labor Estimates (Census Tract),2011
-162.8136816,54.4805039500001,Sanak,Locality,Place of Interest,0,Population is counted as part of the Aleutians East Borough.,2011
-149.8240826,61.0848208400001,Rabbit Creek,Locality,Place of Interest,4020,2011 Department of Labor Estimates (Census Tract),2011
-164.4416284,64.5605626500001,Solomon,Unincorporated,Place of Interest,0,2011 Department of Labor Estimates (ANVSA),2011
-147.6285522,65.1227222900001,Haystack,Locality,Place of Interest,0,Population is counted as part of the Fairbanks North Star Borough.,2011
-151.0827445,59.8127242100001,Razdolna Village,Locality,Place of Interest,0,Population is counted as part of the Kenai Peninsula Borough.,2011
-148.0553318,64.8793417300001,Ester Dome,Locality,Community,0,Population is counted as part of the Ester CDP.,2011
-151.454043,59.67334192,Ptarmigan Heights,Locality,Community,0,Population is counted as part of the Fairbanks North Star Borough.,2011
-153.4211568,57.68276073,Uganik,Locality,Place of Interest,0,Uganik is an abandoned village on Uganik Island. See ANCSA information.,2011
-150.9247116,70.34435668,Alpine,Locality,Place of Interest,0,Population is counted as part of the North Slope Borough.,2011
-149.3074535,61.57866284,South Lakes,Locality,Place of Interest,4831,2011 Department of Labor Estimates (Census Tract),2011
-149.3619616,61.46104526,Eklutna,Locality,Place of Interest,55,2011 Department of Labor Estimates (ANVSA),2011
-149.807094,61.2570600000001,Joint Base Elmendorf-Richardson,Locality,Place of Interest,13937,2011 Department of Labor Estimates (Census Tract),2011
-163.191134,62.0472013200001,Andreafsky,Unincorporated,Place of Interest,87,2011 Department of Labor Estimates (ANVSA),2011
-150.5990608,61.4142118500001,Alexander Creek,Locality,Place of Interest,0,Population is counted as part of the Matanuska-Susitna Borough.,2011
-156.521132,63.14397275,Ophir,Unincorporated,Place of Interest,0,Ophir is an abandoned mining town.,2011
-152.5836703,58.4904418200001,Port William,Locality,Place of Interest,0,Population data is not available.,2011
-149.5351971,61.36992924,Chugiak,Locality,Place of Interest,5259,2011 Department of Labor Estimates (Census Tract),2011
-166.3870533,60.1016582,Nunivak Island,Unincorporated,Place of Interest,0,The main population center of Nunivak Island is the village of Mekoryuk.,2011
-176.6402959,51.86824598,Adak Station,Unincorporated,Place of Interest,0,Adak Station is the site of a former navy base.,2011
-160.5511769,55.2413504,Squaw Harbor,Locality,Place of Interest,0,Population is counted as part of the Aleutians East Borough.,2011
-164.1793005,62.9450601400001,Chuloonawick,Locality,Place of Interest,0,2011 Department of Labor Estimates (ANVSA),2011
-166.2126021,68.8801672700001,Cape Lisburne,Locality,Place of Interest,0,Population is counted as part of the North Slope Borough.,2011
-142.4305944,60.0693367900001,Cape Yakataga,Locality,Place of Interest,0,Cape Yakataga is currently uninhabited.,2011
-135.884444,59.40389,Haines CDP,CDP,CDP,1799,2011 Department of Labor Estimates,2011
-161.8653904,61.5672487300001,Ohogamiut,Unincorporated,Place of Interest,0,2011 Department of Labor Estimates (ANVSA),2011
-148.9852036,60.8320999700001,Portage,Unincorporated CDP,Place of Interest,0,Population is counted as part of Anchorage.,2011
-165.0638203,65.1473228300001,Mary's Igloo,Unincorporated,Place of Interest,0,2011 Department of Labor Estimates (ANVSA),2011
-154.6992074,63.1054040400001,Medfra,Locality,Place of Interest,0,Population is counted as part of the Yukon-Koyukuk Census Area.,2011
-149.0268428,63.9048025500001,Lignite,Locality,Place of Interest,0,Population is counted as part of the Denali Borough.,2011
-158.0956505,62.54422249,Iditarod,Unincorporated,Place of Interest,0,Iditarod is currently uninhabited.,2011
-168.0549506,64.9610826800001,King Island,Unicorporated,Place of Interest,0,King Island is a former native village.,2011
-154.1732455,56.9468146400001,Kaguyak,Locality,Place of Interest,0,Kaguyak was an Alutiiq village and is now used as a fish camp. It is not inhabited year round.,2011
-145.6351157,60.5262940000001,Eyak,Unincorporated,Place of Interest,131,2011 Department of Labor Estimates (ANVSA),2011
-149.1905119,64.2554297,Clear,Locality,Place of Interest,0,Population is counted as part of the Denali Borough.,2011
-162.699715,54.4558662600001,Pauloff Harbor,Locality,Place of Interest,0,Pauloff Harbor is an unincorporated community with no year round population,2011
-155.5473984,64.09977795,Poorman,Locality,Place of Interest,0,Population is counted as part of the Yukon-Koyukuk Census Area.,2011
-163.8941667,62.8961111,Hamilton,Unincorporated,Place of Interest,0,2011 Department of Labor Estimates (ANVSA),2011
-149.0878661,61.54831755,Circle View Stampede,Locality,Place of Interest,0,Population is counted as part of the Matanuska-Susitna Borough.,2011
-154.534195,57.1975730600001,Ayakulik,Locality,Place of Interest,0,Ayakulik is an abandoned village and is currently uninhabited.,2011
-135.884444,59.40389,Haines CDP,CDP,CDP,1823,2012 Department of Labor Estimates,2012
-156.7610097,71.2893977300001,Utqiagvik,1st Class City,Community,4617,DCCED Commissioner Certified,2012
-156.8771232,64.7426528600001,Galena,1st Class City,Community,484,DCCED Commissioner Certified,2012
-148.4788125,61.79624012,Chickaloon,CDP,Community,270,DOLWD Estimate,2012
-157.0199138,58.72821587,Naknek,CDP,Community,571,DOLWD Estimate,2012
-135.8958758,59.40043417,Klukwan,Unincorporated CDP,Community,98,DOLWD Estimate,2012
-149.4411111,60.0725,Lowell Point,CDP,Community,71,DOLWD Estimate,2012
-133.6581577,55.9551227100001,Edna Bay,Unincorporated CDP,Community,39,DOLWD Estimate,2012
-161.972626,60.6943313400001,Napakiak,2nd Class City,Community,358,DCCED Commissioner Certified,2012
-146.7789165,61.9898422000001,Nelchina,Unincorporated CDP,Community,59,DOLWD Estimate,2012
-150.6338845,61.49836623,Susitna,CDP,Community,17,DOLWD Estimate,2012
-156.6676467,58.6813712700001,King Salmon,CDP,Community,391,DOLWD Estimate,2012
-132.957763,56.8109592000001,Petersburg,Home Rule City,Community,2972,DCCED Commissioner Certified,2012
-163.1576184,59.8770966700001,Kwigillingok,Unincorporated CDP,Community,342,DOLWD Estimate,2012
-149.4023031,60.1685445700001,Bear Creek,CDP,Community,1958,DOLWD Estimate,2012
-161.8147503,59.00848275,Platinum,2nd Class City,Community,74,DCCED Commissioner Certified,2012
