Longitude,Latitude,Community,School,SchoolDistrict,Year,In_Cohort,Graduates,GraduationRate,K8Enrollment,HSEnrollment,TotalEnrollmentK12,Is_HighSchool,TotalTeacherCount,StudentTeacherRatio
-161.157204945,64.9320461400001,Koyuk,Koyuk-Malimiut School,Bering Strait School District,2020,4,4,1.0,60,19,79,Yes,12,9.01
-157.704333837,64.8815899140001,Koyukuk,Ella B. Vernetti School,Yukon-Koyukuk School District,2020,,,,14,0,14,No,4,6.58
-132.956130905,56.8151753670001,Kupreanof,Mitkof Middle School,Petersburg Borough School District,2020,,,,113,0,113,No,15,14.62
-132.955196964,56.8149337150001,Kupreanof,Petersburg High School,Petersburg Borough School District,2020,36,36,1.0,0,132,132,Yes,17,12.28
-132.952887582,56.814255223,Kupreanof,Rae C. Stedman Elementary,Petersburg Borough School District,2020,,,,225,0,225,No,17,14.56
-161.435797149,60.8122040480001,Kwethluk,Ket'acik/Aapalluk Memorial School,Lower Kuskokwim School District,2020,12,2,0.1667,175,62,237,Yes,14,18.14
-163.157618071,59.8770977670001,Kwigillingok,Kwigillingok School,Lower Kuskokwim School District,2020,7,7,1.0,88,33,121,Yes,6,23
-156.857499646,59.112463206,Levelock,Levelock School,Lake and Peninsula Borough School District,2020,,,,14,4,18,Yes,3,7.14
-160.347298303,61.532523487,Lower Kalskag,George Morgan Sr. H.S.,Kuspuk School District,2020,11,5,0.4545,36,36,72,Yes,6,12
-160.361484647,61.5120978520001,Lower Kalskag,Zackar Levi Elementary,Kuspuk School District,2020,,,,43,0,43,No,3,14.33
-159.053125932,58.982806312,Manokotak,Manokotak School,Southwest Region School District,2020,7,7,1.0,86,25,111,Yes,13,9.92
-162.087027965,61.8791419090001,Marshall,Marshall School,Lower Yukon School District,2020,6,3,0.5,87,25,112,Yes,9,13.33
-149.56501663,61.335617659,McGrath,Distance Learning/Corresp. Ctr.,Iditarod Area School District,2020,5,0,0.0,107,38,145,Yes,1,295.92
-155.596089598,62.9534149510001,McGrath,McGrath School,Iditarod Area School District,2020,2,1,0.5,27,5,32,Yes,3,10.67
-149.494428487,61.578738458,Meadow Lakes,American Charter Academy,Matanuska-Susitna Borough School District,2020,,,,192,5,197,Yes,12,17.51
-149.621284744,61.610695885,Meadow Lakes,Meadow Lakes Elementary,Matanuska-Susitna Borough School District,2020,,,,308,0,308,No,24,14.72
-149.634736022,61.5970245350001,Meadow Lakes,Midnight Sun Family Learning Center,Matanuska-Susitna Borough School District,2020,,,,207,0,207,No,7,34.5
-166.189113044,60.386421543,Mekoryuk,Nuniwarmiut School,Lower Kuskokwim School District,2020,3,3,1.0,34,5,39,Yes,4,13.12
-143.797606046,62.9294013300001,Mentasta Lake,Mentasta Lake School,Alaska Gateway School District,2020,,,,19,10,29,Yes,2,16.84
-131.577138094,55.1273490290001,Metlakatla,Charles R. Leask Sr. Middle School,Annette Island School District,2020,,,,82,0,82,No,12,11.16
-131.57724653,55.1262152410001,Metlakatla,Metlakatla High School,Annette Island School District,2020,18,17,0.9444,0,68,68,Yes,11,8.25
-131.575545577,55.127776818,Metlakatla,Richard Johnson Elementary,Annette Island School District,2020,,,,137,0,137,No,14,12.97
-149.348286405,65.1521498100001,Minto,Minto School,Yukon-Koyukuk School District,2020,5,5,1.0,30,13,43,Yes,6,9.38
-163.728574032,62.0891438100001,Mountain Village,Mountain Village School,Lower Yukon School District,2020,9,4,0.4444,162,37,199,Yes,14,15.29
-157.00517662,58.7330769280001,Naknek,Bristol Bay Correspondence,Bristol Bay Borough School District,2020,1,1,1.0,5,2,7,Yes,2,13.21
-157.00517662,58.7330769280001,Naknek,Bristol Bay Middle/High School,Bristol Bay Borough School District,2020,9,6,0.6667,17,28,45,Yes,7,9.83
-157.00517662,58.7330769280001,Naknek,Naknek Elementary,Bristol Bay Borough School District,2020,,,,59,0,59,No,11,10.72
-151.919942808,59.3544359300001,Nanwalek,Nanwalek School,Kenai Peninsula Borough School District,2020,8,7,0.875,53,27,80,Yes,9,14.47
-161.97089271,60.6941396350001,Napakiak,William Miller Memorial School,Lower Kuskokwim School District,2020,6,5,0.8333,67,15,82,Yes,7,13
-161.760768043,60.707775268,Napaskiak,Z. John Williams Memorial School,Lower Kuskokwim School District,2020,13,8,0.6154,103,52,155,Yes,13,12
-133.202697287,55.868971408,Naukati Bay,Naukati School,Southeast Island School District,2020,2,1,0.5,13,5,18,Yes,5,8.07
-149.088293029,64.5618628190001,Nenana,CyberLynx Correspondence Program,Nenana City School District,2020,166,63,0.3795,705,505,1210,Yes,8,157.12
-157.312956094,59.450284917,New Stuyahok,Chief Ivan Blunka School,Southwest Region School District,2020,6,6,1.0,103,31,134,Yes,13,12.03
-164.629415852,60.9368670550001,Newtok,Ayaprun School,Lower Kuskokwim School District,2020,5,3,0.6,69,39,108,Yes,4,31.76
-164.722054852,60.4769735460001,Nightmute,Negtemiut Elitnaurviat School,Lower Kuskokwim School District,2020,7,0,0.0,55,22,77,Yes,5,22.27
-151.296237014,60.735735612,Nikiski,Nikiski Middle/Senior High School,Kenai Peninsula Borough School District,2020,40,39,0.975,157,185,342,Yes,32,14.36
-151.293777534,60.660156031,Nikiski,Nikiski North Star Elementary,Kenai Peninsula Borough School District,2020,,,,315,0,315,No,23,14.93
-151.61313679,59.8113271440001,Nikolaevsk,Nikolaevsk School,Kenai Peninsula Borough School District,2020,7,7,1.0,23,27,50,Yes,13,10.64
-154.374095738,63.0134950400001,Nikolai,Top of the Kuskokwim School,Iditarod Area School District,2020,,,,13,1,14,Yes,2,8
-162.988496762,67.5718126140001,Noatak,Napaaqtugmiut School,Northwest Arctic Borough School District,2020,11,9,0.8182,113,42,155,Yes,11,15.57
-165.406067741,64.5424718300001,Nome,Anvil City Science Academy,Nome School District,2020,,,,60,0,60,No,5,12
-165.407642198,64.5422562320001,Nome,Extensions Correspondence,Nome School District,2020,5,5,1.0,5,10,15,Yes,2,7.5
-165.383668614,64.497587283,Nome,Nome Elementary,Nome School District,2020,,,,373,0,373,No,26,14.75
-165.405088735,64.5423392430001,Nome,Nome-Beltz Jr/Sr High,(Not Available),2020,31,25,0.8065,88,176,264,Yes,(Not Available),(Not Available)
-154.856985677,59.966843032,Nondalton,Nondalton School,Lake and Peninsula Borough School District,2020,3,3,1.0,13,10,23,Yes,4,7.71
-161.043744202,66.8328621480001,Noorvik,Aqqaluk High/Noorvik Elementary,Northwest Arctic Borough School District,2020,15,14,0.9333,153,48,201,Yes,10,23.27
-147.347651055,64.7639052860001,North Pole,Star of the North Secondary School,Fairbanks North Star Borough School District,2020,84,28,0.3333,22,164,186,Yes,11,16.91
-147.351233499,64.7629835020001,North Pole,Discovery Peak Charter School,Fairbanks North Star Borough School District,2020,,,,189,0,189,No,11,18
-150.994302625,70.2196389530001,Nuiqsut,Nuiqsut Trapper School,North Slope Borough School District,2020,10,3,0.3,96,28,124,Yes,16,9.35
-158.108702699,64.7178000930001,Nulato,Andrew K. Demoski School,Yukon-Koyukuk School District,2020,6,6,1.0,34,9,43,Yes,7,7.68
-164.848090191,62.531762595,Nunam Iqua,Nunam Iqua School,Lower Yukon School District,2020,4,4,1.0,41,19,60,Yes,5,13.4
-162.456606233,60.896473137,Nunapitchuk,Anna Tobeluk Memorial School,Lower Kuskokwim School District,2020,7,5,0.7143,152,52,204,Yes,13,15.77
-153.305943385,57.203522816,Old Harbor,Old Harbor School,Kodiak Island Borough School District,2020,,,,20,3,23,Yes,4,6.91
-161.771387176,60.7226473150001,Oscarville,Qugcuun Memorial School,Lower Kuskokwim School District,2020,,,,9,4,13,Yes,1,13
-152.507075054,57.9224670450001,Ouzinkie,Ouzinkie School,Kodiak Island Borough School District,2020,1,0,0.0,11,5,16,Yes,2,12.8
-149.09408071,61.60720331,Palmer,Academy Charter School,Matanuska-Susitna Borough School District,2020,,,,254,0,254,No,19,14.41
-149.167666099,61.5916559870001,Palmer,Valley Pathways,Matanuska-Susitna Borough School District,2020,66,47,0.7121,0,183,183,Yes,10,18.83
-136.221968419,57.9567709660001,Pelican,Pelican School,Pelican City School District,2020,,,,14,2,16,Yes,2,10
-159.143388561,55.9115882410001,Perryville,Perryville School,Lake and Peninsula Borough School District,2020,1,0,0.0,18,6,24,Yes,4,8.44
-157.573528219,57.5640691200001,Pilot Point,Pilot Point School,Lake and Peninsula Borough School District,2020,1,0,0.0,9,3,12,Yes,3,7.27
-162.891986295,61.9361528850001,Pilot Station,Pilot Station School,Lower Yukon School District,2020,15,7,0.4667,137,45,182,Yes,10,18.9
-161.817283577,59.0120067350001,Platinum,Arviq School,Lower Kuskokwim School District,2020,,,,13,0,13,No,1,13
-166.736086074,68.349543522,Point Hope,Tikigaq School,North Slope Borough School District,2020,17,12,0.7059,156,72,228,Yes,22,11.72
-163.009168494,69.7431215710001,Point Lay,Kali School,North Slope Borough School District,2020,6,6,1.0,75,23,98,Yes,10,11.79
-149.613858775,61.5407046930001,Point MacKenzie,Knik Elementary School,Matanuska-Susitna Borough School District,2020,,,,317,0,317,No,18,18.84
-149.433511169,61.586042998,Point MacKenzie,Wasilla High School,Matanuska-Susitna Borough School District,2020,159,148,0.9308,0,868,868,Yes,47,18.47
-149.434120745,61.585736968,Point MacKenzie,Wasilla Middle School,Matanuska-Susitna Borough School District,2020,,,,672,0,672,No,34,21.11
-134.646820433,56.249449413,Port Alexander,Port Alexander School,Southeast Island School District,2020,1,1,1.0,10,4,14,Yes,3,6.73
-154.328080957,60.1960225080001,Port Alsworth,Tanalian School,Lake and Peninsula Borough School District,2020,9,9,1.0,29,25,54,Yes,7,8.43
-151.831746162,59.351563378,Port Graham,Port Graham School,Kenai Peninsula Borough School District,2020,3,3,1.0,24,10,34,Yes,4,11.3
-158.661292206,56.9241282570001,Port Heiden,Meshik School,Lake and Peninsula Borough School District,2020,3,2,0.6667,10,7,17,Yes,4,4.75
-152.878885005,57.869191619,Port Lions,Port Lions School,Kodiak Island Borough School District,2020,1,1,1.0,12,0,12,No,2,6.32
-161.897225216,59.751584177,Quinhagak,Kuinerrarmiut Elitnaurviat,Lower Kuskokwim School District,2020,12,8,0.6667,146,69,215,Yes,14,15.85
-150.171843563,65.5033879310001,Rampart,Rampart School,Yukon-Koyukuk School District,2020,1,1,1.0,12,3,15,Yes,3,7.28
-151.101342205,60.4579201330001,Ridgeway,Skyview Middle School,Kenai Peninsula Borough School District,2020,,,,415,0,415,No,28,15.98
-151.069108505,60.491820751,Ridgeway,Soldotna Elementary,Kenai Peninsula Borough School District,2020,,,,251,0,251,No,21,14.67
-151.069902439,60.491580308,Ridgeway,Soldotna Montessori Charter School,Kenai Peninsula Borough School District,2020,,,,164,0,164,No,11,16.65
-155.466980761,64.741239352,Ruby,Merreline A Kangas School,Yukon-Koyukuk School District,2020,,,,22,1,23,Yes,4,7.69
-161.323528976,61.7858189350001,Russian Mission,Russian Mission School,Lower Yukon School District,2020,6,3,0.5,105,14,119,Yes,8,15.38
-169.543728673,56.602678074,Saint George,PSD Correspondence Program,Pribilof School District,2020,,,,6,0,6,No,1,60
-163.181247193,62.0522412600001,Saint Mary's,Saint Mary's School,Saint Mary's School District,2020,8,7,0.875,139,43,182,Yes,15,14.47
-162.037097873,63.478579736,Saint Michael,Anthony A. Andrews School,Bering Strait School District,2020,7,6,0.8571,97,41,138,Yes,17,10.36
-170.279151069,57.120892129,Saint Paul,St Paul School,Pribilof School District,2020,2,1,0.5,53,6,59,Yes,5,13.41
-160.475598673,55.351589017,Sand Point,Sand Point School,Aleutians East Borough School District,2020,10,8,0.8,81,30,111,Yes,14,8.57
-170.476739188,63.6964648750001,Savoonga,Hogarth Kingeekuk Sr. Memorial School,Bering Strait School District,2020,21,12,0.5714,171,59,230,Yes,21,13.06
-165.566769041,61.838872597,Scammon Bay,Scammon Bay School,Lower Yukon School District,2020,15,13,0.8667,156,48,204,Yes,15,16.47
-160.011855617,66.604594637,Selawik,Davis-Ramoth School,Northwest Arctic Borough School District,2020,20,13,0.65,198,51,249,Yes,22,12.55
-151.713508244,59.4422872630001,Seldovia,Susan B English School,Kenai Peninsula Borough School District,2020,3,3,1.0,24,8,32,Yes,8,15.46
-159.532797686,62.654741975,Shageluk,Innoko River School,Iditarod Area School District,2020,3,1,0.3333,23,1,24,Yes,2,14
-161.19424476,64.3538032280001,Shaktoolik,Shaktoolik School,Bering Strait School District,2020,7,7,1.0,54,25,79,Yes,10,10.54
-166.072657723,66.2556934260001,Shishmaref,Shishmaref School,Bering Strait School District,2020,15,12,0.8,126,48,174,Yes,16,13.28
-157.136328611,66.8895223690001,Shungnak,Shungnak School,Northwest Arctic Borough School District,2020,3,2,0.6667,51,9,60,Yes,4,16.5
-135.351688016,57.052039086,Sitka,Mt. Edgecumbe High School,Mt. Edgecumbe High School,2020,94,93,0.9894,0,431,431,Yes,27,17.63
-135.330701829,57.053022711,Sitka,Baranof Elementary,Sitka School District,2020,,,,166,0,166,No,18,10.11
-135.34452659,57.056236094,Sitka,Blatchley Middle School,Sitka School District,2020,,,,293,0,293,No,24,13.37
-135.350490583,57.0643556900001,Sitka,Keet Gooshi Heen Elementary,Sitka School District,2020,,,,366,0,366,No,27,13.56
-135.330398162,57.0514600210001,Sitka,Pacific High School,Sitka School District,2020,11,5,0.4545,0,36,36,Yes,4,9
-135.341336144,57.0620904020001,Sitka,Sitka High School,Sitka School District,2020,74,67,0.9054,0,322,322,Yes,28,12.81
-135.330701829,57.053022711,Sitka,Sitka REACH,Sitka School District,2020,1,0,0.0,21,31,52,Yes,1,104
-135.307587423,59.46316204,Skagway,Skagway School,Skagway School District,2020,6,4,0.6667,98,27,125,Yes,13,11.2
-157.170408924,61.7026810340001,Sleetmute,Jack Egnaty Sr. School,Kuspuk School District,2020,,,,14,0,14,No,2,7.5
-151.254833137,60.5541422220001,Soldotna,Aurora Borealis Charter School,Kenai Peninsula Borough School District,2020,,,,183,0,183,No,12,15.57
-151.06842857,60.4909289240001,Soldotna,Connections,Kenai Peninsula Borough School District,2020,111,84,0.7568,499,347,846,Yes,16,86.86
-151.253824626,60.5539022410001,Soldotna,Kenai Alternative High School,Kenai Peninsula Borough School District,2020,34,15,0.4412,0,47,47,Yes,7,9.79
-151.101342205,60.4579201330001,Soldotna,River City Academy,Kenai Peninsula Borough School District,2020,10,7,0.7,34,53,87,Yes,9,15.68
-162.287708531,63.5194427910001,Stebbins,Tukurngailnguq School,Bering Strait School District,2020,12,10,0.8333,151,46,197,Yes,18,13.37
-150.797131189,60.53717999,Sterling,Sterling Elementary,Kenai Peninsula Borough School District,2020,,,,183,0,183,No,14,14.07
-156.588255084,61.7871561910001,Stony River,Gusty Michael School,Kuspuk School District,2020,,,,14,0,14,No,1,23.33
-150.043617531,62.1312150540001,Susitna North,Susitna Valley High,Matanuska-Susitna Borough School District,2020,27,24,0.8889,109,95,204,Yes,14,15.9
-156.061976648,62.987960016,Takotna,Takotna Community School,Iditarod Area School District,2020,,,,13,3,16,Yes,1,16
-150.108164407,62.317584706,Talkeetna,Talkeetna Elementary,Matanuska-Susitna Borough School District,2020,,,,100,0,100,No,10,13.29
-143.35602199,63.376281798,Tanacross,Tanacross School,Alaska Gateway School District,2020,,,,10,0,10,No,1,15
-149.454080196,61.608239187,Tanaina,Tanaina Elementary,Matanuska-Susitna Borough School District,2020,,,,372,0,372,No,27,15.44
-149.363077026,61.6117799200001,Tanaina,Teeland Middle School,Matanuska-Susitna Borough School District,2020,,,,799,0,799,No,40,21.02
-152.087943756,65.1711695440001,Tanana,Maudrey J. Sommer School,Tanana City School District,2020,3,2,0.6667,21,12,33,Yes,4,8.25
-146.681744108,60.8684872060001,Tatitlek,Tatitlek Community School,Chugach School District,2020,,,,13,6,19,Yes,2,11
-166.366998864,65.263650704,Teller,James C. Isabell School,Bering Strait School District,2020,4,4,1.0,58,21,79,Yes,11,9.28
-142.519723627,63.1380352830001,Tetlin,Tetlin School,Alaska Gateway School District,2020,1,1,1.0,29,9,38,Yes,2,21.11
-132.524480194,55.6897571000001,Thorne Bay,Thorne Bay School,Southeast Island School District,2020,7,5,0.7143,37,19,56,Yes,8,10.17
-160.377314544,59.059831779,Togiak,Togiak School,Southwest Region School District,2020,10,3,0.3,154,55,209,Yes,20,12.2
-142.985758994,63.3368597890001,Tok,Alaska REACH Academy,Alaska Gateway School District,2020,7,2,0.2857,40,19,59,Yes,1,65.56
-142.981704551,63.327708596,Tok,Tok School,Alaska Gateway School District,2020,17,10,0.5882,126,54,180,Yes,13,15.23
-165.108956073,60.533103248,Toksook Bay,Nelson Island Area School,Lower Kuskokwim School District,2020,17,10,0.5882,117,72,189,Yes,11,17.27
-150.318656313,62.315382764,Trapper Creek,Trapper Creek Elementary,Matanuska-Susitna Borough School District,2020,,,,18,0,18,No,2,9
-160.956458612,61.098688259,Tuluksak,Tuluksak School,Yupiit School District,2020,9,3,0.3333,87,32,119,Yes,10,11.9
-162.676354762,60.342787517,Tuntutuliak,Lewis Angapak Memorial School,Lower Kuskokwim School District,2020,11,8,0.7273,91,50,141,Yes,10,14.3
-165.251389247,60.5861726050001,Tununak,Paul T. Albert Memorial School,Lower Kuskokwim School District,2020,6,4,0.6667,77,29,106,Yes,7,15.43
-160.280604736,59.075129632,Twin Hills,Twin Hills School,Southwest Region School District,2020,2,2,1.0,20,7,27,Yes,3,11.64
-160.794782096,63.8768761380001,Unalakleet,Unalakleet School,Bering Strait School District,2020,9,9,1.0,135,38,173,Yes,20,11.03
-166.53011348,53.872837502,Unalaska,Eagle's View Elementary School,Unalaska City School District,2020,,,,238,0,238,No,18,14.94
-166.53011348,53.872837502,Unalaska,Unalaska Jr/Sr High School,Unalaska City School District,2020,34,33,0.9706,57,117,174,Yes,16,12.5
-160.317622343,61.544999153,Upper Kalskag,Joseph S. & Olinga Gregory Elementary,Kuspuk School District,2020,,,,46,0,46,No,4,16
-156.769160076,71.2893237750001,Utqiagvik,Barrow High School,North Slope Borough School District,2020,59,42,0.7119,0,269,269,Yes,23,12.93
-156.743840024,71.298455892,Utqiagvik,Eben Hopson Middle School,North Slope Borough School District,2020,,,,270,0,270,No,19,15.43
-156.754241631,71.291202851,Utqiagvik,Fred Ipalook Elementary,North Slope Borough School District,2020,,,,542,0,542,No,38,17.47
-156.756972119,71.300272168,Utqiagvik,Kiita Learning Community,North Slope Borough School District,2020,17,9,0.5294,0,40,40,Yes,5,10.81
-146.35982159,61.138251563,Valdez,George H. Gilson Middle School,Valdez City School District,2020,,,,151,0,151,No,15,12.85
