Longitude,Latitude,Community,School,SchoolDistrict,Year,In_Cohort,Graduates,GraduationRate,K8Enrollment,HSEnrollment,TotalEnrollmentK12,Is_HighSchool,TotalTeacherCount,StudentTeacherRatio
-134.514498392,58.3629890350001,Auke Bay,Dzantik'i Heeni Middle School,Juneau School District,2020,,,,510,0,510,No,30,18.52
-134.429724872,58.305305376,Auke Bay,Juneau-Douglas High School,Juneau School District,2020,119,114,0.958,0,603,603,Yes,35,18.61
-134.591220025,58.379399936,Auke Bay,Thunder Mountain High School,Juneau School District,2020,142,133,0.9366,0,670,670,Yes,38,18.61
-147.412614955,64.804567008,Badger,Midnight Sun Elementary School,Fairbanks North Star Borough School District,2020,,,,404,0,404,No,23,17.7
-147.349404649,64.752034166,Badger,North Pole Elementary,Fairbanks North Star Borough School District,2020,,,,358,0,358,No,22,17.27
-147.369240531,64.746408563,Badger,North Pole High School,Fairbanks North Star Borough School District,2020,155,128,0.8258,0,638,638,Yes,37,17.58
-147.342700408,64.7468307520001,Badger,North Pole Middle School,Fairbanks North Star Borough School District,2020,,,,576,0,576,No,31,18.58
-147.532758695,64.8251337180001,Badger,Ticasuk Brown Elementary,Fairbanks North Star Borough School District,2020,,,,419,0,419,No,26,16.85
-149.443183005,60.129838652,Bear Creek,Seward High School,Kenai Peninsula Borough School District,2020,41,33,0.8049,0,165,165,Yes,21,18.42
-149.441544251,60.1318386400001,Bear Creek,Seward Middle School,Kenai Peninsula Borough School District,2020,,,,147,0,147,No,13,16.54
-149.435948491,60.1325568250001,Bear Creek,William H. Seward Elementary School,Kenai Peninsula Borough School District,2020,,,,259,0,259,No,21,15.25
-147.397176395,66.3603501970001,Beaver,Cruikshank School,Yukon Flats School District,2020,,,,9,1,10,Yes,1,10
-151.143418344,61.0680884930001,Beluga,Tebughna School,Kenai Peninsula Borough School District,2020,2,2,1.0,17,4,21,Yes,4,7.29
-161.770558516,60.8021066650001,Bethel,Ayaprun Elitnaurvik,Lower Kuskokwim School District,2020,,,,169,0,169,No,11,15.36
-161.770558516,60.8021066650001,Bethel,Bethel Regional High School,Lower Kuskokwim School District,2020,62,39,0.629,198,295,493,Yes,42,12.45
-161.770558516,60.8021066650001,Bethel,Bethel Youth Facility,Lower Kuskokwim School District,2020,2,1,0.5,3,21,24,Yes,2,12.63
-161.770558516,60.8021066650001,Bethel,Gladys Jung Elementary,Lower Kuskokwim School District,2020,,,,341,0,341,No,23,14.83
-161.770558516,60.8021066650001,Bethel,Kuskokwim Learning Academy,Lower Kuskokwim School District,2020,20,3,0.15,0,53,53,Yes,6,10.39
-161.770558516,60.8021066650001,Bethel,Mikelnguut Elitnaurviat,Lower Kuskokwim School District,2020,,,,257,0,257,No,23,14.58
-149.819503918,61.5393022970001,Big Lake,Big Lake Elementary,Matanuska-Susitna Borough School District,2020,,,,354,0,354,No,24,16.59
-133.099070861,55.5535059970001,Big Salt,Klawock City School,Klawock City School District,2020,14,12,0.8571,90,36,126,Yes,16,9.16
-166.487926322,65.333271353,Brevig Mission,Brevig Mission School,Bering Strait School District,2020,9,8,0.8889,107,33,140,Yes,14,12.73
-161.125514155,65.977964958,Buckland,Buckland School,Northwest Arctic Borough School District,2020,7,5,0.7143,127,38,165,Yes,7,25.86
-149.137245816,61.60511734,Buffalo Soapstone,Palmer High School,Matanuska-Susitna Borough School District,2020,171,164,0.9591,0,743,743,Yes,43,18.54
-149.110623738,61.5934414210001,Buffalo Soapstone,Palmer Middle School,Matanuska-Susitna Borough School District,2020,,,,578,0,578,No,27,21.41
-149.100911222,61.6128489810001,Buffalo Soapstone,Sherrod Elementary,Matanuska-Susitna Borough School District,2020,,,,452,0,452,No,23,20.87
-149.101878726,61.6113078930001,Buffalo Soapstone,Swanson Elementary,Matanuska-Susitna Borough School District,2020,,,,454,0,454,No,29,16.72
-148.895410986,63.3924269300001,Cantwell,Cantwell School,Denali Borough School District,2020,1,1,1.0,8,2,10,Yes,4,4.35
-143.727924015,66.650403349,Chalkyitsik,Tsuk Taih School,Yukon Flats School District,2020,,,,11,0,11,No,2,8.27
-149.434226737,61.579600514,Chase,Mat-Su Central School,Matanuska-Susitna Borough School District,2020,219,158,0.7215,1123,697,1820,Yes,7,288.89
-147.732246499,64.835882456,Chatanika,Lathrop High School,Fairbanks North Star Borough School District,2020,195,157,0.8051,0,952,952,Yes,52,18.31
-147.666074179,64.845771497,Chatanika,Tanana Middle School,Fairbanks North Star Borough School District,2020,,,,343,0,343,No,20,17.15
-147.591747932,64.8877465190001,Chatanika,Weller Elementary,Fairbanks North Star Borough School District,2020,,,,482,0,482,No,26,19.69
-164.282456951,60.157566516,Chefornak,Chaputnguak School,Lower Kuskokwim School District,2020,10,6,0.6,107,46,153,Yes,10,16.63
-147.038670593,64.8772015210001,Chena Hot Springs,Two Rivers School,Fairbanks North Star Borough School District,2020,,,,75,0,75,No,6,13.57
-147.748969553,64.856190789,Chena Ridge,Randy Smith Middle School,Fairbanks North Star Borough School District,2020,,,,308,0,308,No,19,16.65
-147.735757271,64.8344694400001,Chena Ridge,Ryan Middle School,Fairbanks North Star Borough School District,2020,,,,402,0,402,No,22,18.27
-147.846151944,64.8456479210001,Chena Ridge,University Park Elementary,Fairbanks North Star Borough School District,2020,,,,456,0,456,No,26,18.12
-147.825173606,64.85153554,Chena Ridge,West Valley High School,Fairbanks North Star Borough School District,2020,188,165,0.8777,0,987,987,Yes,55,18.4
-147.870307044,64.8387034730001,Chena Ridge,Woodriver Elementary,Fairbanks North Star Borough School District,2020,,,,475,0,475,No,27,17.78
-148.012362666,60.0655983360001,Chenega,Chenega Bay School,(Not Available),2020,,,,4,6,10,Yes,(Not Available),(Not Available)
-165.585852472,61.530999207,Chevak,Chevak School,Kashunamiut School District,2020,18,13,0.7222,227,75,302,Yes,22,14.23
-148.8786749,61.7160121310001,Chickaloon,Sutton Elementary,Matanuska-Susitna Borough School District,2020,,,,60,0,60,No,4,18.29
-158.414175609,56.301263889,Chignik,Chignik Bay School,Lake and Peninsula Borough School District,2020,1,1,1.0,8,2,10,Yes,3,5
-158.537760386,56.310428314,Chignik Lagoon,Chignik Lagoon School,Lake and Peninsula Borough School District,2020,,,,7,5,12,Yes,2,6.52
-158.763081549,56.253733018,Chignik Lake,Chignik Lake School,Lake and Peninsula Borough School District,2020,,,,9,3,12,Yes,2,14.62
-152.222813758,57.6179759070001,Chiniak,Chiniak School,Kodiak Island Borough School District,2020,,,,19,0,19,No,2,9.5
-152.394541316,57.7931542170001,Chiniak,Kodiak High School,Kodiak Island Borough School District,2020,177,152,0.8588,0,628,628,Yes,42,16.1
-145.527805648,62.112670757,Chistochina,Glennallen Elementary,Copper River School District,2020,,,,123,0,123,No,10,13.44
-143.958200634,62.7051313470001,Chistochina,Slana School,Copper River School District,2020,2,2,1.0,5,5,10,Yes,1,10
-145.007698909,61.726578756,Chitina,Kenny Lake School,Copper River School District,2020,3,3,1.0,48,18,66,Yes,6,11
-159.244998141,61.571941182,Chuathbaluk,Crow Village Sam School,Kuspuk School District,2020,1,0,0.0,19,2,21,Yes,2,12
-144.066776071,65.826648891,Circle,Circle School,Yukon Flats School District,2020,1,1,1.0,11,4,15,Yes,2,11.19
-149.006088115,61.5364671140001,Circle View Stampede,Butte Elementary,Matanuska-Susitna Borough School District,2020,,,,280,0,280,No,21,16.33
-151.675123384,60.04305356,Clam Gulch,Ninilchik School,Kenai Peninsula Borough School District,2020,11,7,0.6364,72,40,112,Yes,17,12.4
-151.263821241,60.3077890180001,Clam Gulch,Tustumena Elementary,Kenai Peninsula Borough School District,2020,,,,143,0,143,No,14,12.48
-158.544179218,58.835282793,Clarks Point,Clarks Point School,Southwest Region School District,2020,,,,13,0,13,No,2,7.43
-132.827971678,56.0141448630001,Coffman Cove,Howard Valentine Coffman Cove School,Southeast Island School District,2020,1,1,1.0,13,4,17,Yes,4,8.54
-151.096126141,60.4933579990001,Cohoe,Soldotna High School,Kenai Peninsula Borough School District,2020,190,182,0.9579,0,754,754,Yes,48,19.39
-149.808429511,60.494874458,Cooper Landing,Cooper Landing School,Kenai Peninsula Borough School District,2020,,,,12,1,13,Yes,2,12.87
-145.527805648,62.112670757,Copper Center,Glennallen Jr/Sr High School,Copper River School District,2020,20,16,0.8,42,91,133,Yes,10,14.15
-145.759364604,60.540613428,Cordova,Cordova Jr/Sr High School,Cordova City School District,2020,32,31,0.9688,48,92,140,Yes,12,12.41
-145.759756813,60.5406010890001,Cordova,Cordova School District Innovative Learning,Cordova City School District,2020,2,1,0.5,3,2,5,Yes,1,22.73
-145.756303709,60.5434518810001,Cordova,Mt. Eccles Elementary,Cordova City School District,2020,,,,180,0,180,No,11,18.48
-133.137453642,55.475522519,Craig,Craig Elementary,Craig City School District,2020,,,,98,0,98,No,12,10.59
-133.128441419,55.4885025830001,Craig,Craig High School,Craig City School District,2020,20,20,1.0,0,72,72,Yes,12,7.89
-133.137292709,55.476290195,Craig,Craig Middle School,Craig City School District,2020,,,,76,0,76,No,9,12.75
-133.137700405,55.4764042050001,Craig,PACE Correspondence,Craig City School District,2020,13,8,0.6154,246,72,318,Yes,4,121.37
-158.105839655,61.870425626,Crooked Creek,Johnnie John Sr. School,Kuspuk School District,2020,1,1,1.0,17,2,19,Yes,2,13.75
-149.36764939,60.4875271750001,Crown Point,Moose Pass School,Kenai Peninsula Borough School District,2020,,,,21,0,21,No,2,20
-162.719717761,66.0748371190001,Deering,Deering School,Northwest Arctic Borough School District,2020,3,2,0.6667,38,10,48,Yes,2,25.5
-145.710914825,64.04012076,Delta Junction,Delta Junction Elementary,Delta/Greely School District,2020,,,,353,0,353,No,22,17.74
-145.713927656,64.0426539260001,Delta Junction,Delta Junction Junior High School,Delta/Greely School District,2020,,,,151,0,151,No,12,14.66
-145.714099317,64.0429638630001,Delta Junction,Delta Junction Senior High School,Delta/Greely School District,2020,,,,0,179,179,Yes,15,14.32
-145.713243427,64.0441028980001,Delta Junction,Delta/Greely Homeschool,Delta/Greely School District,2020,9,8,0.8889,50,20,70,Yes,1,70
-158.467053625,59.0436233040001,Dillingham,Dillingham Elementary,Dillingham City School District,2020,,,,213,0,213,No,20,11.37
-158.464747569,59.042321352,Dillingham,Dillingham Middle/High School,Dillingham City School District,2020,22,18,0.8182,108,118,226,Yes,20,11.96
-168.951473066,65.758909171,Diomede,Diomede School,Bering Strait School District,2020,,,,12,4,16,Yes,3,14.55
-144.058880104,63.65794054,Dot Lake Village,Dot Lake School,Alaska Gateway School District,2020,,,,8,1,9,Yes,1,10
-134.426662987,58.3035103060001,Douglas,Montessori Borealis Public Alternative School,Juneau School District,2020,,,,187,0,187,No,17,15.52
-134.401101179,58.2793941410001,Douglas,Sayéik: Gastineau Community School,Juneau School District,2020,,,,275,0,275,No,22,15.66
-141.202670551,64.786855148,Eagle,Eagle Community School,Alaska Gateway School District,2020,2,1,0.5,11,4,15,Yes,2,10.86
-149.832593331,61.1929544540001,Eagle River,Alaska Middle College School,Anchorage School District,2020,139,138,0.9928,0,254,254,Yes,3,84.67
-149.572571535,61.2982587020001,Eagle River,Eagle River High School,Anchorage School District,2020,163,148,0.908,0,855,855,Yes,40,22.25
-162.025821073,60.2158489810001,Eek,Eek School,Lower Kuskokwim School District,2020,9,7,0.7778,79,34,113,Yes,6,23.62
-147.073579222,64.6799297750001,Eielson AFB,Anderson Elementary,Fairbanks North Star Borough School District,2020,,,,217,0,217,No,13,19.17
-147.074480649,64.674686229,Eielson AFB,Ben Eielson Jr/Sr High School,Fairbanks North Star Borough School District,2020,45,42,0.9333,152,201,353,Yes,21,17.71
-147.072319963,64.6725988920001,Eielson AFB,Crawford Elementary,Fairbanks North Star Borough School District,2020,,,,280,0,280,No,3,178.34
-157.476653842,59.3497319890001,Ekwok,"William ""Sonny"" Nelson School",Southwest Region School District,2020,,,,15,0,15,No,1,20
-162.264821713,64.615953753,Elim,Aniguiin School,Bering Strait School District,2020,5,2,0.4,94,19,113,Yes,9,17.89
-164.529067669,62.778791045,Emmonak,Emmonak School,Lower Yukon School District,2020,12,7,0.5833,176,28,204,Yes,15,14.13
-147.726029756,61.79347155,Eureka Roadhouse,Glacier View School,Matanuska-Susitna Borough School District,2020,1,1,1.0,47,6,53,Yes,5,11.91
-147.692754975,64.8469044560001,Fairbanks,Alternative Learning Systems,Fairbanks North Star Borough School District,2020,10,2,0.2,26,66,92,Yes,7,16.62
-147.744791179,64.858111498,Fairbanks,Anne Wien Elementary,Fairbanks North Star Borough School District,2020,,,,385,0,385,No,24,17.06
-147.730151139,64.8381687610001,Fairbanks,Barnette Magnet School,Fairbanks North Star Borough School District,2020,,,,408,0,408,No,28,18.1
-147.731462875,64.8248759740001,Fairbanks,Boreal Sun Charter School,Fairbanks North Star Borough School District,2020,,,,206,0,206,No,12,17.17
-147.752134197,64.8195763570001,Fairbanks,Chinook Montessori Charter School,Fairbanks North Star Borough School District,2020,,,,150,0,150,No,9,17.65
-147.748491015,64.8400565270001,Fairbanks,Denali Elementary,Fairbanks North Star Borough School District,2020,,,,332,0,332,No,19,18.11
-147.840520381,64.8477144940001,Fairbanks,Effie Kokrine Charter School,Fairbanks North Star Borough School District,2020,26,18,0.6923,54,106,160,Yes,10,16
-147.692754975,64.8469044560001,Fairbanks,Fairbanks B.E.S.T.,Fairbanks North Star Borough School District,2020,33,14,0.4242,141,133,274,Yes,3,109.6
-147.764495868,64.832778348,Fairbanks,Golden Heart Academy,Fairbanks North Star Borough School District,2020,8,1,0.125,1,16,17,Yes,3,5.67
-147.730023365,64.8324341470001,Fairbanks,Hunter Elementary,Fairbanks North Star Borough School District,2020,,,,351,0,351,No,22,17.14
-147.815934414,64.8503059320001,Fairbanks,Hutchison High School,Fairbanks North Star Borough School District,2020,101,96,0.9505,0,402,402,Yes,25,16.41
-147.723885515,64.8607416070001,Fairbanks,Joy Elementary,Fairbanks North Star Borough School District,2020,,,,395,0,395,No,24,17.57
-147.666817074,64.848320389,Fairbanks,Ladd Elementary,Fairbanks North Star Borough School District,2020,,,,397,0,397,No,6,68
-147.692754975,64.8469044560001,Fairbanks,Nordale Elementary,Fairbanks North Star Borough School District,2020,,,,304,0,304,No,19,16.63
-147.814689928,64.891304543,Fairbanks,Pearl Creek Elementary,Fairbanks North Star Borough School District,2020,,,,484,0,484,No,28,17.71
-147.868289581,64.8273975430001,Fairbanks,Watershed Charter School,Fairbanks North Star Borough School District,2020,,,,200,0,200,No,11,18.52
-163.411929204,54.854852991,False Pass,False Pass School,Aleutians East Borough School District,2020,,,,4,2,6,Yes,1,7.61
-149.013910009,63.8729422430001,Ferry,Tri-Valley School,Denali Borough School District,2020,6,6,1.0,131,42,173,Yes,20,10.32
-149.212544217,61.608262563,Fishhook,Colony High School,Matanuska-Susitna Borough School District,2020,178,167,0.9382,0,1044,1044,Yes,48,21.78
-149.219582333,61.608915552,Fishhook,Colony Middle School,Matanuska-Susitna Borough School District,2020,,,,799,0,799,No,35,22.83
-149.357789023,61.6271567270001,Fishhook,John Shaw Elementary,Matanuska-Susitna Borough School District,2020,,,,476,0,476,No,31,18.38
-147.690692897,64.8272704130001,Fort Wainwright,Arctic Light Elementary,Fairbanks North Star Borough School District,2020,,,,405,0,405,No,25,16.84
-145.252468554,66.564421818,Fort Yukon,Fort Yukon School,Yukon Flats School District,2020,4,4,1.0,66,24,90,Yes,9,10.22
-149.088293029,64.5618628190001,Four Mile Road,Nenana City School,Nenana City School District,2020,30,25,0.8333,75,126,201,Yes,15,14.2
-151.082766642,59.8127257510001,Fox River,Razdolna School,Kenai Peninsula Borough School District,2020,2,2,1.0,56,28,84,Yes,14,11.86
-151.074093501,59.7946704760001,Fritz Creek,Kachemak Selo School,Kenai Peninsula Borough School District,2020,2,2,1.0,23,14,37,Yes,7,7.71
-151.09983,60.4883679540001,Funny River,Redoubt Elementary,Kenai Peninsula Borough School District,2020,,,,348,0,348,No,24,15.33
-156.954343331,64.7417917920001,Galena,Galena Interior Learning Academy (GILA),Galena City School District,2020,50,47,0.94,0,212,212,Yes,19,12.99
-147.7685925,64.8129324910001,Galena,Interior Distance Education of Alaska (IDEA),Galena City School District,2020,415,302,0.7277,3359,1503,4862,Yes,41,127.68
-156.954343331,64.7417917920001,Galena,Sidney C. Huntington Elementary,Galena City School District,2020,,,,49,0,49,No,8,8.87
-156.954343331,64.7417917920001,Galena,Sidney C. Huntington Jr/Sr High School,Galena City School District,2020,8,7,0.875,7,25,32,Yes,21,9.2
-171.715218573,63.7768756500001,Gambell,Gambell School,Bering Strait School District,2020,18,11,0.6111,112,54,166,Yes,18,11.03
-149.359957612,61.5891344980001,Gateway,Cottonwood Creek Elementary,Matanuska-Susitna Borough School District,2020,,,,457,0,457,No,26,17.88
-149.242181994,61.602441792,Gateway,Pioneer Peak Elementary,Matanuska-Susitna Borough School District,2020,,,,447,0,447,No,24,20.34
-145.527805648,62.112670757,Glennallen,Upstream Learning Correspondence,Copper River School District,2020,8,5,0.625,97,26,123,Yes,2,73.53
-144.860566466,63.8604775430001,Gold Sand Acres,Gerstle River School,Delta/Greely School District,2020,,,,20,8,28,Yes,2,14
-163.035085906,64.542829931,Golovin,Martin L. Olson School,Bering Strait School District,2020,2,2,1.0,31,12,43,Yes,8,7.7
-161.592006259,59.12199938,Goodnews Bay,Rocky Mountain School,Lower Kuskokwim School District,2020,1,1,1.0,60,12,72,Yes,5,17.38
-160.065750998,62.9056522280001,Grayling,David Louis Memorial School,Iditarod Area School District,2020,1,0,0.0,41,8,49,Yes,3,16.33
-135.710421728,58.4188610840001,Gustavus,Gustavus School,Chatham School District,2020,6,5,0.8333,45,19,64,Yes,7,10.32
-135.452966947,59.2345043130001,Haines,Haines Elementary,Haines Borough School District,2020,,,,171,0,171,No,15,14.86
-135.452966947,59.2345043130001,Haines,Haines High School,Haines Borough School District,2020,28,24,0.8571,0,88,88,Yes,10,13.84
-135.452966947,59.2345043130001,Haines,Haines Home School,Haines Borough School District,2020,1,1,1.0,16,2,18,Yes,1,112.5
-146.977235336,64.4824264980001,Harding-Birch Lakes,Salcha Elementary,Fairbanks North Star Borough School District,2020,,,,77,0,77,No,7,12.83
-149.014222597,63.8731108750001,Healy,Denali PEAK,Denali Borough School District,2020,56,36,0.6429,501,243,744,Yes,7,119.79
-132.650042013,55.4822367960001,Hollis,Hollis School,Southeast Island School District,2020,,,,16,4,20,Yes,2,11
-159.76840674,62.2006099590001,Holy Cross,Holy Cross School,(Not Available),2020,,,,16,7,23,Yes,(Not Available),(Not Available)
-151.568344903,59.643761963,Homer,Fireweed Academy,Kenai Peninsula Borough School District,2020,,,,128,0,128,No,8,16
-151.519270677,59.6497795990001,Homer,Homer Flex School,Kenai Peninsula Borough School District,2020,22,9,0.4091,0,28,28,Yes,5,7.98
-151.527965868,59.6517259120001,Homer,Homer High School,Kenai Peninsula Borough School District,2020,86,76,0.8837,0,391,391,Yes,34,16.9
-151.555093006,59.643273096,Homer,Homer Middle School,Kenai Peninsula Borough School District,2020,,,,181,0,181,No,17,13
-151.257838015,59.746017893,Homer,McNeil Canyon Elementary,Kenai Peninsula Borough School District,2020,,,,121,0,121,No,10,13.61
-151.506226441,59.6523420660001,Homer,Paul Banks Elementary,Kenai Peninsula Borough School District,2020,,,,173,0,173,No,21,11.84
-151.567924572,59.64358207,Homer,West Homer Elementary,Kenai Peninsula Borough School District,2020,,,,242,0,242,No,20,13.87
-135.442680545,58.1086472200001,Hoonah,Hoonah City School,Hoonah City School District,2020,4,4,1.0,96,28,124,Yes,12,11.94
-166.096075059,61.5217655600001,Hooper Bay,Hooper Bay School,Lower Yukon School District,2020,19,9,0.4737,352,113,465,Yes,24,20.08
-149.622251849,60.9179345920001,Hope,Hope School,Kenai Peninsula Borough School District,2020,1,1,1.0,12,4,16,Yes,3,7.69
-149.76966475,61.5899756800001,Houston,Houston Jr./Sr. High School,Matanuska-Susitna Borough School District,2020,,,,0,337,337,Yes,46,7.57
-149.77240826,61.5869835130001,Houston,Houston Middle School,(Not Available),2020,,,,355,0,355,No,(Not Available),(Not Available)
-154.255597264,66.048896556,Hughes,Johnny Oldman School,Yukon-Koyukuk School District,2020,,,,17,0,17,No,3,13.95
-156.389227456,65.7018061210001,Huslia,Jimmy Huntington School,Yukon-Koyukuk School District,2020,1,1,1.0,71,10,81,Yes,9,11.39
-132.82605129,55.2071083050001,Hydaburg,Hydaburg School,Hydaburg City School District,2020,8,6,0.75,59,19,78,Yes,11,8.18
-132.82605129,55.2071083050001,Hydaburg,Totem Correspondence School,Hydaburg City School District,2020,7,2,0.2857,11,11,22,Yes,1,44
-130.025533018,55.9157571750001,Hyder,Hyder School,Southeast Island School District,2020,2,1,0.5,8,5,13,Yes,4,6.25
-155.903561779,59.325348128,Igiugig,Igiugig School,Lake and Peninsula Borough School District,2020,1,0,0.0,14,4,18,Yes,4,6.57
-154.906095878,59.7547015200001,Iliamna,Newhalen School,Lake and Peninsula Borough School District,2020,2,1,0.5,58,20,78,Yes,9,9.93
-134.568192528,58.3880562850001,Juneau,Floyd Dryden Middle School,Juneau School District,2020,,,,455,0,455,No,26,18.06
-134.571533118,58.3830031520001,Juneau,Glacier Valley Elementary,Juneau School District,2020,,,,343,0,343,No,26,16.03
-134.425642807,58.303132669,Juneau,Harborview Elementary,Juneau School District,2020,,,,305,0,305,No,33,11.87
-134.426662987,58.3035103060001,Juneau,HomeBRIDGE,Juneau School District,2020,11,5,0.4545,10,20,30,Yes,1,60
-134.467889196,58.3288861520001,Juneau,Johnson Youth Center,Juneau School District,2020,5,1,0.2,0,10,10,Yes,4,2.63
-134.427840252,58.3039216550001,Juneau,Juneau Community Charter School,Juneau School District,2020,,,,97,0,97,No,10,14.59
-134.582160836,58.402347229,Juneau,Mendenhall River Community School,Juneau School District,2020,,,,306,0,306,No,26,15.5
-134.590964208,58.3748187080001,Juneau,Riverbend Elementary,Juneau School District,2020,,,,307,0,307,No,26,14.36
-134.426662987,58.3035103060001,Juneau,Yaakoosge Daakahidi Alt. H.S.,Juneau School District,2020,51,28,0.549,0,91,91,Yes,7,14.68
-133.947172158,56.977245843,Kake,Kake Elementary & High School,Kake City School District,2020,5,5,1.0,76,25,101,Yes,12,9.12
-143.615923293,70.127577451,Kaktovik,Harold Kaveolook School,North Slope Borough School District,2020,1,1,1.0,41,11,52,Yes,8,7.38
-151.142544,60.487762515,Kalifornsky,Kalifornsky Beach Elementary,Kenai Peninsula Borough School District,2020,,,,439,0,439,No,26,17.25
-158.723753052,64.3246685710001,Kaltag,Kaltag School,Yukon-Koyukuk School District,2020,,,,20,3,23,Yes,4,13.95
-132.40506918,55.539843181,Kasaan,Barry Craig Stewart Kasaan School,Southeast Island School District,2020,2,1,0.5,8,5,13,Yes,4,11.71
-162.519466063,60.894574671,Kasigluk,Akiuk Memorial School,Lower Kuskokwim School District,2020,8,6,0.75,77,36,113,Yes,6,24.03
-162.519466063,60.894574671,Kasigluk,Akula Elitnaurvik School,Lower Kuskokwim School District,2020,8,5,0.625,72,31,103,Yes,6,18.5
-151.279035531,60.5683226460001,Kenai,Kaleidoscope School of Arts & Science,Kenai Peninsula Borough School District,2020,,,,261,0,261,No,17,16.24
-151.213033101,60.5613139930001,Kenai,Kenai Central High School,Kenai Peninsula Borough School District,2020,81,79,0.9753,0,456,456,Yes,35,16.92
-151.206223696,60.5628576060001,Kenai,Kenai Middle School,Kenai Peninsula Borough School District,2020,,,,377,0,377,No,26,15.64
-151.232329378,60.5668812980001,Kenai,Marathon School,Kenai Peninsula Borough School District,2020,1,1,1.0,0,6,6,Yes,2,5.94
-151.176784625,60.56544789,Kenai,Mt. View Elementary,Kenai Peninsula Borough School District,2020,,,,423,0,423,No,33,14.35
-131.677967669,55.3535714290001,Ketchikan,Fast Track,Ketchikan Gateway Borough School District,2020,8,1,0.125,31,17,48,Yes,2,34.29
-131.569415499,55.3119500230001,Ketchikan,Fawn Mountain Elementary,Ketchikan Gateway Borough School District,2020,,,,236,0,236,No,20,13.59
-131.682668805,55.355299222,Ketchikan,Houghtaling Elementary,Ketchikan Gateway Borough School District,2020,,,,352,0,352,No,28,14.28
-131.640136976,55.3474823760001,Ketchikan,Ketchikan Charter School,Ketchikan Gateway Borough School District,2020,,,,182,0,182,No,12,15.17
-131.677967669,55.3535714290001,Ketchikan,Ketchikan High School,Ketchikan Gateway Borough School District,2020,108,95,0.8796,0,569,569,Yes,38,15.3
-131.821059005,55.4696945170001,Ketchikan,Point Higgins School,Ketchikan Gateway Borough School District,2020,,,,276,0,276,No,20,15.23
-131.682839533,55.354567574,Ketchikan,Revilla Jr/Sr High School,Ketchikan Gateway Borough School District,2020,42,34,0.8095,21,88,109,Yes,8,13.97
-131.637245977,55.3449626880001,Ketchikan,Schoenbar Middle School,Ketchikan Gateway Borough School District,2020,,,,260,0,260,No,20,13
-131.639847297,55.347345117,Ketchikan,Tongass School of Arts and Sciences Charter School,Ketchikan Gateway Borough School District,2020,,,,166,0,166,No,13,16.26
-160.437291751,66.9717351510001,Kiana,Kiana School,Northwest Arctic Borough School District,2020,11,6,0.5455,89,30,119,Yes,8,15.62
-162.316071525,55.060694052,King Cove,King Cove School,Aleutians East Borough School District,2020,9,8,0.8889,58,24,82,Yes,12,7.25
-156.668766701,58.693502901,King Salmon,Lakeview Home School,Lake and Peninsula Borough School District,2020,1,0,0.0,2,2,4,Yes,3,2.38
-164.037936291,59.9363886560001,Kipnuk,Chief Paul Memorial School,Lower Kuskokwim School District,2020,16,14,0.875,145,60,205,Yes,12,17.08
-164.535479056,67.7258295,Kivalina,McQueen School,Northwest Arctic Borough School District,2020,3,2,0.6667,134,27,161,Yes,8,20.88
-135.895897028,59.4004381290001,Klukwan,Klukwan School,Chatham School District,2020,,,,14,0,14,No,2,7
-149.61117012,61.540545416,Knik-Fairview,Goose Bay Elementary,Matanuska-Susitna Borough School District,2020,,,,270,0,270,No,20,19.67
-149.502269037,61.5306851940001,Knik-Fairview,Snowshoe Elementary,Matanuska-Susitna Borough School District,2020,,,,378,0,378,No,25,17.22
-156.88192979,66.908037892,Kobuk,Kobuk School,Northwest Arctic Borough School District,2020,,,,40,5,45,Yes,3,16.33
-152.398204978,57.793215488,Kodiak,AKTEACH,Kodiak Island Borough School District,2020,7,4,0.5714,77,21,98,Yes,1,98
-152.367568383,57.8050437700001,Kodiak,East Elementary,Kodiak Island Borough School District,2020,,,,258,0,258,No,19,16.53
-152.391531807,57.793245256,Kodiak,Kodiak Middle School,Kodiak Island Borough School District,2020,,,,475,0,475,No,27,19.08
-152.392141961,57.795130402,Kodiak,Main Elementary,Kodiak Island Borough School District,2020,,,,216,0,216,No,18,12.34
-152.389922889,57.796151803,Kodiak Station,Peterson Elementary,Kodiak Island Borough School District,2020,,,,245,0,245,No,15,17.87
-154.749185256,59.4400077710001,Kokhanok,Kokhanok School,Lake and Peninsula Borough School District,2020,,,,25,4,29,Yes,4,8.75
-157.285506579,59.7268040500001,Koliganek,Koliganek School,Southwest Region School District,2020,4,4,1.0,37,7,44,Yes,6,8.91
-162.88706256,59.9594420830001,Kongiganak,Ayagina'ar Elitnaurvik,Lower Kuskokwim School District,2020,9,5,0.5556,101,51,152,Yes,10,16.3
-163.554853436,63.0315940410001,Kotlik,Kotlik School,Lower Yukon School District,2020,11,8,0.7273,137,34,171,Yes,12,14.5
-162.585830837,66.9016856330001,Kotzebue,June Nelson Elementary,Northwest Arctic Borough School District,2020,,,,316,0,316,No,26,13.96
-162.583234459,66.901837157,Kotzebue,Kotzebue Middle/High School,Northwest Arctic Borough School District,2020,28,26,0.9286,165,173,338,Yes,22,16.17
-162.584028393,66.901727722,Kotzebue,NWABSD Home School,Northwest Arctic Borough School District,2020,7,1,0.1429,9,18,27,Yes,1,108
